Brnd_Name,Gnrc_Name,Tot_Mftr,Mftr_Name,Tot_Spndng_2016,Tot_Dsg_Unts_2016,Tot_Clms_2016,Avg_Spnd_Per_Dsg_Unt_Wghtd_2016,Avg_Spnd_Per_Clm_2016,Outlier_Flag_2016,Tot_Spndng_2017,Tot_Dsg_Unts_2017,Tot_Clms_2017,Avg_Spnd_Per_Dsg_Unt_Wghtd_2017,Avg_Spnd_Per_Clm_2017,Outlier_Flag_2017,Tot_Spndng_2018,Tot_Dsg_Unts_2018,Tot_Clms_2018,Avg_Spnd_Per_Dsg_Unt_Wghtd_2018,Avg_Spnd_Per_Clm_2018,Outlier_Flag_2018,Tot_Spndng_2019,Tot_Dsg_Unts_2019,Tot_Clms_2019,Avg_Spnd_Per_Dsg_Unt_Wghtd_2019,Avg_Spnd_Per_Clm_2019,Outlier_Flag_2019,Tot_Spndng_2020,Tot_Dsg_Unts_2020,Tot_Clms_2020,Avg_Spnd_Per_Dsg_Unt_Wghtd_2020,Avg_Spnd_Per_Clm_2020,Outlier_Flag_2020,Chg_Avg_Spnd_Per_Dsg_Unt_19_20,CAGR_Avg_Spnd_Per_Dsg_Unt_16_20
Tykerb,"Lapatinib Ditosylate",1,Overall,"$2,325,983.19","55,347",451,$42.03,"$5,157.39",0,"$9,655,379.24","216,071","1,771",$44.69,"$5,451.94",0,"$9,144,067.95","193,816","1,602",$47.18,"$5,707.91",0,"$9,603,060.30","$186,815.00","1,596",$51.40,"$6,016.96",0,"$6,627,234.45","124,026","1,062",$53.43,"$6,240.33",0,8.96%,6.19%
Tykerb,"Lapatinib Ditosylate",1,Novartis,"$2,325,983.19","55,347",451,$42.03,"$5,157.39",0,"$9,655,379.24","216,071","1,771",$44.69,"$5,451.94",0,"$9,144,067.95","193,816","1,602",$47.18,"$5,707.91",0,"$9,603,060.30","$186,815.00","1,596",$51.40,"$6,016.96",0,"$6,627,234.45","124,026","1,062",$53.43,"$6,240.33",0,3.95%,6.19%
"Tylenol-Codeine No.3","Acetaminophen With Codeine",1,Overall,"$10,779.59","5,763",191,$1.87,$56.44,0,"$9,349.64","7,867",167,$1.19,$55.99,0,"$6,354.78","6,667",109,$0.95,$58.30,0,"$1,751.52","$2,381.00",56,$0.74,$31.28,1,$143.21,88,12,$1.63,$11.93,1,121.23%,-3.42%
"Tylenol-Codeine No.3","Acetaminophen With Codeine",1,"Janssen Pharm.","$10,779.59","5,763",191,$1.87,$56.44,0,"$9,349.64","7,867",167,$1.19,$55.99,0,"$6,354.78","6,667",109,$0.95,$58.30,0,"$1,751.52","$2,381.00",56,$0.74,$31.28,1,$143.21,88,12,$1.63,$11.93,1,121.23%,-3.42%
Tymlos,Abaloparatide,1,Overall,,,,,,,"$248,718.35",243.36,148,"$1,022.02","$1,680.53",0,"$3,333,815.73","3,340.14","2,093",$998.11,"$1,592.84",0,"$7,914,267.57","$6,862.04","4,315","$1,153.34","$1,834.13",0,"$9,536,172.50","7,696.32","4,811","$1,239.06","$1,982.16",0,15.55%,6.63%
Tymlos,Abaloparatide,1,"Radius Health,",,,,,,,"$248,718.35",243.36,148,"$1,022.02","$1,680.53",0,"$3,333,815.73","3,340.14","2,093",$998.11,"$1,592.84",0,"$7,914,267.57","$6,862.04","4,315","$1,153.34","$1,834.13",0,"$9,536,172.50","7,696.32","4,811","$1,239.06","$1,982.16",0,7.43%,6.63%
Tysabri,Natalizumab,1,Overall,"$107,111,770.98","34,950.851","23,428","$3,064.64","$4,571.96",0,"$117,506,304.58","33,033.255","22,659","$3,557.21","$5,185.86",1,"$99,521,364.35","30,949.156","19,842","$3,215.64","$5,015.69",1,"$103,705,560.73","$32,407.36","20,159","$3,200.06","$5,144.38",1,"$102,236,249.82","21,197.462","18,624","$4,823.04","$5,489.49",1,50.72%,12.00%
Tysabri,Natalizumab,1,Biogen-Idec,"$107,111,770.98","34,950.851","23,428","$3,064.64","$4,571.96",0,"$117,506,304.58","33,033.255","22,659","$3,557.21","$5,185.86",1,"$99,521,364.35","30,949.156","19,842","$3,215.64","$5,015.69",1,"$103,705,560.73","$32,407.36","20,159","$3,200.06","$5,144.38",1,"$102,236,249.82","21,197.462","18,624","$4,823.04","$5,489.49",1,50.72%,12.00%
Tyvaso,Treprostinil,1,Overall,"$350,426.49","2,064.6",94,$169.73,"$3,727.94",0,"$120,722.97","1,090.403",46,$110.71,"$2,624.41",1,"$176,710.20","1,139.122",46,$155.13,"$3,841.53",1,"$142,331.18",$832.11,40,$171.05,"$3,558.28",1,"$173,829.74","1,017.904",38,$170.77,"$4,574.47",1,10.26%,0.15%
Tyvaso,Treprostinil,1,"United Therap","$350,426.49","2,064.6",94,$169.73,"$3,727.94",0,"$120,722.97","1,090.403",46,$110.71,"$2,624.41",1,"$176,710.20","1,139.122",46,$155.13,"$3,841.53",1,"$142,331.18",$832.11,40,$171.05,"$3,558.28",1,"$173,829.74","1,017.904",38,$170.77,"$4,574.47",1,-0.16%,0.15%
"Tyvaso Refill Kit","Treprostinil/Neb Accessories",1,Overall,"$58,699,718.87","358,412.05","4,450",$163.78,"$13,190.95",0,"$48,453,874.99","282,794.406","3,491",$171.34,"$13,879.65",0,"$48,974,728.31","299,132.984","3,711",$163.72,"$13,197.18",0,"$51,763,214.65","$302,969.83","3,744",$170.85,"$13,825.64",1,"$53,735,705.55","294,967.852","3,601",$182.17,"$14,922.44",0,6.63%,2.70%
"Tyvaso Refill Kit","Treprostinil/Neb Accessories",1,"United Therap","$58,699,718.87","358,412.05","4,450",$163.78,"$13,190.95",0,"$48,453,874.99","282,794.406","3,491",$171.34,"$13,879.65",0,"$48,974,728.31","299,132.984","3,711",$163.72,"$13,197.18",0,"$51,763,214.65","$302,969.83","3,744",$170.85,"$13,825.64",1,"$53,735,705.55","294,967.852","3,601",$182.17,"$14,922.44",0,6.63%,2.70%
"Tyvaso Starter Kit",Treprostinil/Nebulizer/Accesor,1,Overall,"$2,565,220.63","14,184.8",177,$180.84,"$14,492.77",0,"$1,957,188.31","10,900.107",134,$179.56,"$14,605.88",0,"$2,504,068.11","13,644.404",167,$183.52,"$14,994.42",1,"$3,103,838.38","$15,906.51",193,$195.13,"$16,082.06",1,"$2,933,003.37","13,627.514",165,$215.23,"$17,775.78",0,10.30%,4.45%
"Tyvaso Starter Kit",Treprostinil/Nebulizer/Accesor,1,"United Therap","$2,565,220.63","14,184.8",177,$180.84,"$14,492.77",0,"$1,957,188.31","10,900.107",134,$179.56,"$14,605.88",0,"$2,504,068.11","13,644.404",167,$183.52,"$14,994.42",1,"$3,103,838.38","$15,906.51",193,$195.13,"$16,082.06",1,"$2,933,003.37","13,627.514",165,$215.23,"$17,775.78",0,10.30%,4.45%
Ubrelvy,Ubrogepant,1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$26,151,094.01","317,939","29,758",$82.25,$878.79,0,,0.00%
Ubrelvy,Ubrogepant,1,"Allergan Inc.",,,,,,,,,,,,,,,,,,,,,,,,,"$26,151,094.01","317,939","29,758",$82.25,$878.79,0,,0.00%
Uceris*,Budesonide,2,Overall,"$7,691,697.26","154,186.28","5,035",$51.57,"$1,527.65",0,"$8,297,416.42","172,883.2","5,444",$50.85,"$1,524.14",0,"$5,823,386.78","144,899","4,089",$46.56,"$1,424.16",0,"$1,539,198.57","$70,013.60","1,397",$30.52,"$1,101.79",0,"$1,039,636.10","68,209","1,127",$21.00,$922.48,0,-31.17%,-20.12%
Uceris*,Budesonide,1,"Santarus Inc/Sa","$7,612,464.38","143,900","4,887",$52.90,"$1,557.70",0,"$8,120,420.95","150,867","5,090",$53.83,"$1,595.37",0,"$5,515,694.88","102,982","3,470",$53.56,"$1,589.54",0,"$1,078,828.99","$19,446.00",645,$55.48,"$1,672.60",0,"$482,195.31","8,872",291,$54.35,"$1,657.03",0,-2.03%,0.68%
Uceris*,Budesonide,1,"Salix Pharmaceu","$79,232.88","10,286.28",148,$7.70,$535.36,0,"$176,995.47","22,016.2",354,$8.04,$499.99,0,"$307,691.90","41,917",619,$7.34,$497.08,1,"$460,369.58","$50,567.60",752,$9.10,$612.19,0,"$557,440.79","59,337",836,$9.39,$666.80,0,3.19%,5.09%
Udenyca,PEGfilgrastim-Cbqv,1,Overall,,,,,,,,,,,,,,,,,,,"$20,661,129.13","$3,550.56","5,383","$5,819.12","$3,838.22",0,"$55,974,027.83","9,890.97","14,714","$5,659.10","$3,804.13",1,-2.75%,-2.75%
Udenyca,PEGfilgrastim-Cbqv,1,"Coherus Bioscie",,,,,,,,,,,,,,,,,,,"$20,661,129.13","$3,550.56","5,383","$5,819.12","$3,838.22",0,"$55,974,027.83","9,890.97","14,714","$5,659.10","$3,804.13",1,-2.75%,-2.75%
Uloric,Febuxostat,1,Overall,"$18,782,927.06","1,777,501.5","56,743",$10.57,$331.02,1,"$19,097,199.43","1,940,612.5","61,504",$9.84,$310.50,0,"$18,825,863.00","1,891,337","58,901",$9.95,$319.62,0,"$11,615,780.13","$1,098,767.50","33,552",$10.57,$346.20,0,"$1,766,622.63","170,949","4,826",$10.33,$366.06,0,6.21%,-0.55%
Uloric,Febuxostat,1,"Takeda Pharmace","$18,782,927.06","1,777,501.5","56,743",$10.57,$331.02,1,"$19,097,199.43","1,940,612.5","61,504",$9.84,$310.50,0,"$18,825,863.00","1,891,337","58,901",$9.95,$319.62,0,"$11,615,780.13","$1,098,767.50","33,552",$10.57,$346.20,0,"$1,766,622.63","170,949","4,826",$10.33,$366.06,0,-2.24%,-0.55%
Ultane,Sevoflurane,1,Overall,"$396,809.76","459,134.06","3,637",$0.86,$109.10,0,"$258,829.79","290,254.72","3,021",$0.89,$85.68,0,"$257,321.19","378,189","2,825",$0.68,$91.09,0,"$262,841.49","$346,647.51","2,950",$0.76,$89.10,0,"$105,665.39","122,713.5","1,932",$0.86,$54.69,0,13.56%,-0.09%
Ultane,Sevoflurane,1,"Abbvie US LLC","$396,809.76","459,134.06","3,637",$0.86,$109.10,0,"$258,829.79","290,254.72","3,021",$0.89,$85.68,0,"$257,321.19","378,189","2,825",$0.68,$91.09,0,"$262,841.49","$346,647.51","2,950",$0.76,$89.10,0,"$105,665.39","122,713.5","1,932",$0.86,$54.69,0,13.56%,-0.09%
Ultiva,"Remifentanil HCl",1,Overall,"$80,164.55","4,699.868",807,$16.49,$99.34,1,"$70,091.23","3,176.264",448,$23.11,$156.45,1,"$64,090.97","4,190.977",700,$27.86,$91.56,1,"$61,506.67","$2,877.50",814,$21.26,$75.56,0,"$30,451.63","2,365.386",385,$12.20,$79.10,1,-23.69%,-7.26%
Ultiva,"Remifentanil HCl",1,"Mylan Instituti","$80,164.55","4,699.868",807,$16.49,$99.34,1,"$70,091.23","3,176.264",448,$23.11,$156.45,1,"$64,090.97","4,190.977",700,$27.86,$91.56,1,"$61,506.67","$2,877.50",814,$21.26,$75.56,0,"$30,451.63","2,365.386",385,$12.20,$79.10,1,-42.62%,-7.26%
Ultomiris,Ravulizumab-Cwvz,1,Overall,,,,,,,,,,,,,,,,,,,"$5,731,807.33","$29,000.00",114,$197.65,"$50,279.01",0,"$32,414,480.47","158,582",675,$206.48,"$48,021.45",0,4.47%,4.47%
Ultomiris,Ravulizumab-Cwvz,1,"Alexion Pharmac",,,,,,,,,,,,,,,,,,,"$5,731,807.33","$29,000.00",114,$197.65,"$50,279.01",0,"$32,414,480.47","158,582",675,$206.48,"$48,021.45",0,4.47%,4.47%
"Ultra Strength Antacid","Calcium Carbonate",2,Overall,,,,,,,,,,,,,,,,,,,"$1,011.88","$4,856.00",99,$0.21,$10.22,1,"$2,022.44","11,809",217,$0.17,$9.32,1,-18.00%,-18.00%
"Ultra Strength Antacid","Calcium Carbonate",1,"Sm-Strategic So",,,,,,,,,,,,,,,,,,,,,,,,,$70.88,501,12,$0.14,$5.91,1,,0.00%
"Ultra Strength Antacid","Calcium Carbonate",1,Amerisource-Gnp,,,,,,,,,,,,,,,,,,,"$1,011.88","$4,856.00",99,$0.21,$10.22,1,"$1,951.56","11,308",205,$0.17,$9.52,1,-17.18%,-17.18%
"Ultra-Fine Mini Pen Needle","Pen Needle, Diabetic",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$23,949.50","50,218",428,$0.48,$55.96,1,,0.00%
"Ultra-Fine Mini Pen Needle","Pen Needle, Diabetic",1,"Bd Diabetes",,,,,,,,,,,,,,,,,,,,,,,,,"$23,949.50","50,218",428,$0.48,$55.96,1,,0.00%
"Ultra-Fine Nano Pen Needle","Pen Needle, Diabetic",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$44,069.28","89,600",623,$0.49,$70.74,1,,0.00%
"Ultra-Fine Nano Pen Needle","Pen Needle, Diabetic",1,"Bd Diabetes",,,,,,,,,,,,,,,,,,,,,,,,,"$44,069.28","89,600",623,$0.49,$70.74,1,,0.00%
"Ultra-Fine Original Pen Needle","Pen Needle, Diabetic",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$1,167.54","2,200",22,$0.53,$53.07,1,,0.00%
"Ultra-Fine Original Pen Needle","Pen Needle, Diabetic",1,"Bd Diabetes",,,,,,,,,,,,,,,,,,,,,,,,,"$1,167.54","2,200",22,$0.53,$53.07,1,,0.00%
"Ultra-Fine Short Pen Needle","Pen Needle, Diabetic",1,Overall,,,,,,,,,,,,,,,,,,,,,,,,,"$13,055.69","27,240",254,$0.48,$51.40,1,,0.00%
"Ultra-Fine Short Pen Needle","Pen Needle, Diabetic",1,"Bd Diabetes",,,,,,,,,,,,,,,,,,,,,,,,,"$13,055.69","27,240",254,$0.48,$51.40,1,,0.00%
Ultracet,"Tramadol HCl/Acetaminophen",1,Overall,"$13,399.38","6,502",135,$2.06,$99.25,0,"$6,069.34","3,788",72,$1.60,$84.30,1,"$4,556.12","2,509",37,$1.82,$123.14,1,"$5,011.87","$2,002.00",42,$2.50,$119.33,1,"$4,920.75","2,318",29,$2.12,$169.68,1,37.86%,0.74%
Ultracet,"Tramadol HCl/Acetaminophen",1,"Janssen Pharm.","$13,399.38","6,502",135,$2.06,$99.25,0,"$6,069.34","3,788",72,$1.60,$84.30,1,"$4,556.12","2,509",37,$1.82,$123.14,1,"$5,011.87","$2,002.00",42,$2.50,$119.33,1,"$4,920.75","2,318",29,$2.12,$169.68,1,-15.20%,0.74%
Ultram,"Tramadol HCl",1,Overall,"$194,592.38","74,072",633,$2.63,$307.41,0,"$186,574.52","66,480",622,$2.81,$299.96,0,"$131,949.65","47,494",415,$2.78,$317.95,0,"$140,528.36","$44,766.00",364,$3.14,$386.07,0,"$74,979.96","24,324",225,$3.08,$333.24,0,12.99%,4.08%
Ultram,"Tramadol HCl",1,"Janssen Pharm.","$194,592.38","74,072",633,$2.63,$307.41,0,"$186,574.52","66,480",622,$2.81,$299.96,0,"$131,949.65","47,494",415,$2.78,$317.95,0,"$140,528.36","$44,766.00",364,$3.14,$386.07,0,"$74,979.96","24,324",225,$3.08,$333.24,0,-1.80%,4.08%
Ultravate,"Halobetasol Propionate",1,Overall,,,,,,,,,,,,,,,,,,,"$297,625.39","$20,399.00",332,$14.59,$896.46,0,"$218,537.39","15,177",223,$14.40,$979.99,0,-1.31%,-1.31%
Ultravate,"Halobetasol Propionate",1,"Sun Pharmaceuti",,,,,,,,,,,,,,,,,,,"$297,625.39","$20,399.00",332,$14.59,$896.46,0,"$218,537.39","15,177",223,$14.40,$979.99,0,-1.31%,-1.31%
Ultravist,Iopromide,1,Overall,"$28,900.14","146,603.586","2,109",$0.35,$13.70,0,"$21,047.73","152,576.342","2,089",$0.15,$10.08,0,"$39,578.25","328,646.86","3,873",$0.15,$10.22,0,"$30,790.04","$221,123.24","2,413",$0.17,$12.76,0,"$29,435.28","210,357.834","2,201",$0.14,$13.37,0,14.25%,-19.95%
Ultravist,Iopromide,1,"Bayer,Pharm Div","$28,900.14","146,603.586","2,109",$0.35,$13.70,0,"$21,047.73","152,576.342","2,089",$0.15,$10.08,0,"$39,578.25","328,646.86","3,873",$0.15,$10.22,0,"$30,790.04","$221,123.24","2,413",$0.17,$12.76,0,"$29,435.28","210,357.834","2,201",$0.14,$13.37,0,-13.47%,-19.95%
Unasyn*,"Ampicillin Sodium/Sulbactam Na",1,Overall,"$497,840.13","28,932.974","4,950",$17.38,$100.57,1,"$705,510.64","24,053.425","6,279",$30.41,$112.36,1,"$943,233.75","26,088.511","7,456",$38.13,$126.51,1,"$620,604.23","$27,267.04","6,216",$24.11,$99.84,1,"$333,571.35","16,603.11","4,380",$21.54,$76.16,1,-10.68%,5.50%
Unasyn*,"Ampicillin Sodium/Sulbactam Na",1,"Pfizer US Pharm*","$497,840.13","28,932.974","4,950",$17.38,$100.57,1,"$705,510.64","24,053.425","6,279",$30.41,$112.36,1,"$943,233.75","26,088.511","7,456",$38.13,$126.51,1,"$620,604.23","$27,267.04","6,216",$24.11,$99.84,1,"$333,571.35","16,603.11","4,380",$21.54,$76.16,1,-10.68%,5.50%
Underpads,Underpads,1,Overall,,,,,,,,,,,,,$5.78,"4,666",42,$0.00,$0.14,1,$775.53,"$2,466.00",23,$0.31,$33.72,1,$715.72,"2,250",26,$0.32,$27.53,1,25287.65%,1502.47%
Underpads,Underpads,1,Leader,,,,,,,,,,,,,$5.78,"4,666",42,$0.00,$0.14,1,$775.53,"$2,466.00",23,$0.31,$33.72,1,$715.72,"2,250",26,$0.32,$27.53,1,1.15%,1502.47%
Unicomplex-M,"Multivit With Iron,Minerals",1,Overall,,,,,,,$191.80,"3,262",60,$0.06,$3.20,1,$556.70,"9,079",135,$0.06,$4.12,1,"$2,412.29","$25,190.00",448,$0.10,$5.38,1,"$1,742.05","13,640",320,$0.13,$5.44,1,56.18%,29.51%
Unicomplex-M,"Multivit With Iron,Minerals",1,Rugby,,,,,,,$191.80,"3,262",60,$0.06,$3.20,1,$556.70,"9,079",135,$0.06,$4.12,1,"$2,412.29","$25,190.00",448,$0.10,$5.38,1,"$1,742.05","13,640",320,$0.13,$5.44,1,33.37%,29.51%
Unithroid,"Levothyroxine Sodium",1,Overall,,,,,,,,,,,,,,,,,,,"$38,974.48","$54,836.00","1,445",$0.71,$26.97,0,"$413,642.80","498,666","12,212",$0.83,$33.87,0,16.43%,16.43%
Unithroid,"Levothyroxine Sodium",1,"Amneal Pharmace",,,,,,,,,,,,,,,,,,,"$38,974.48","$54,836.00","1,445",$0.71,$26.97,0,"$413,642.80","498,666","12,212",$0.83,$33.87,0,16.43%,16.43%
Uptravi,Selexipag,1,Overall,"$25,092,329.76","139,953","1,446",$211.88,"$17,352.93",1,"$54,960,894.87","274,917","3,397",$224.61,"$16,179.24",0,"$77,127,864.48","354,852","4,695",$241.65,"$16,427.66",0,"$104,070,329.20","$450,973.00","5,942",$256.63,"$17,514.36",0,"$130,614,911.80","521,313","7,292",$272.83,"$17,912.08",0,6.31%,6.52%
Uptravi,Selexipag,1,"Actelion Pharma","$25,092,329.76","139,953","1,446",$211.88,"$17,352.93",1,"$54,960,894.87","274,917","3,397",$224.61,"$16,179.24",0,"$77,127,864.48","354,852","4,695",$241.65,"$16,427.66",0,"$104,070,329.20","$450,973.00","5,942",$256.63,"$17,514.36",0,"$130,614,911.80","521,313","7,292",$272.83,"$17,912.08",0,6.31%,6.52%
Urea,Urea,5,Overall,"$367,115.04","437,009.986","3,944",$0.88,$93.08,0,"$2,473,606.14","3,092,816.674","30,333",$0.83,$81.55,0,"$1,844,071.56","2,709,128.17","24,193",$0.69,$76.22,0,"$1,443,128.33","$2,424,604.72","18,998",$0.59,$75.96,0,"$1,417,963.52","2,082,601.771","19,175",$0.66,$73.95,0,12.55%,-6.75%
Urea,Urea,1,"Trinity Pharmac","$351,862.24","422,267.986","3,830",$0.86,$91.87,0,"$2,452,587.13","2,989,461.434","28,736",$0.86,$85.35,0,"$1,695,291.51","2,316,623.571","19,161",$0.79,$88.48,0,"$1,000,806.57","$1,487,978.41","10,551",$0.71,$94.85,0,"$989,791.44","1,431,536.599","10,828",$0.72,$91.41,0,1.69%,-4.27%
Urea,Urea,1,Rugby,$494.63,"3,095",29,$0.16,$17.06,1,"$16,006.92","99,287.24","1,571",$0.16,$10.19,0,"$33,183.12","279,667.525","3,772",$0.12,$8.80,0,"$134,823.48","$338,781.36","5,420",$0.40,$24.88,0,"$110,016.61","341,230.704","5,105",$0.32,$21.55,0,-18.99%,19.18%
Urea,Urea,1,"Method Pharmace",,,,,,,,,,,,,"$18,162.57","7,293",34,$2.52,$534.19,1,"$28,677.79","$15,068.00",69,$1.94,$415.62,1,"$22,559.75","11,946",53,$1.90,$425.66,1,-2.32%,-13.12%
Urea,Urea,1,"Biocomp Pharma,",,,,,,,,,,,,,"$97,434.36","105,544.074","1,226",$0.92,$79.47,0,"$278,820.49","$582,776.96","2,958",$0.48,$94.26,0,"$292,256.29","295,788.468","3,177",$0.99,$91.99,0,106.52%,3.46%
Urea,Urea,1,"Acella Pharmace","$14,758.17","11,647",85,$1.89,$173.63,1,"$5,012.09","4,068",26,$1.49,$192.77,1,,,,,,,,,,,,,"$3,339.43","2,100",12,$1.59,$278.29,1,,-4.20%
Urelle,"Meth/Meblue/Sod Phos/Psal/Hyos",1,Overall,,,,,,,"$50,098.46","7,563",112,$6.62,$447.31,0,"$13,248.88","2,549",30,$5.20,$441.63,1,"$37,851.87","$7,189.00",89,$5.27,$425.30,0,"$56,763.26","9,632",117,$5.89,$485.16,0,11.93%,-3.82%
Urelle,"Meth/Meblue/Sod Phos/Psal/Hyos",1,"Meda/Mylan Spec",,,,,,,"$50,098.46","7,563",112,$6.62,$447.31,0,"$13,248.88","2,549",30,$5.20,$441.63,1,"$37,851.87","$7,189.00",89,$5.27,$425.30,0,"$56,763.26","9,632",117,$5.89,$485.16,0,11.93%,-3.82%
Uribel,"Meth/Meblue/Sod Phos/Psal/Hyos",1,Overall,,,,,,,,,,,,,,,,,,,"$29,323.55","$9,677.00",264,$3.03,$111.07,0,"$143,119.76","50,080","1,046",$2.86,$136.83,0,-5.69%,-5.69%
Uribel,"Meth/Meblue/Sod Phos/Psal/Hyos",1,"Mission Pharm.",,,,,,,,,,,,,,,,,,,"$29,323.55","$9,677.00",264,$3.03,$111.07,0,"$143,119.76","50,080","1,046",$2.86,$136.83,0,-5.69%,-5.69%
Urimar-T,"Methen/Mblue/Sal/Sod Phos/Hyos",1,Overall,,,,,,,"$8,213.67","2,046",51,$4.01,$161.05,1,"$15,168.28","3,832",93,$3.96,$163.10,1,"$39,683.21","$9,905.00",319,$4.01,$124.40,1,"$20,649.49","5,146",167,$4.01,$123.65,1,1.21%,-0.01%
Urimar-T,"Methen/Mblue/Sal/Sod Phos/Hyos",1,Marnel/Allegis,,,,,,,"$8,213.67","2,046",51,$4.01,$161.05,1,"$15,168.28","3,832",93,$3.96,$163.10,1,"$39,683.21","$9,905.00",319,$4.01,$124.40,1,"$20,649.49","5,146",167,$4.01,$123.65,1,0.16%,-0.01%
Uro-458,"Meth/Meblue/Sod Phos/Psal/Hyos",1,Overall,"$4,930.72","1,359",16,$3.63,$308.17,1,"$24,508.91","7,025",87,$3.49,$281.71,1,"$28,659.21","8,912",121,$3.22,$236.85,0,"$42,400.59","$10,095.00",130,$4.20,$326.16,0,"$9,161.32","1,946",33,$4.71,$277.62,1,30.61%,6.73%
Uro-458,"Meth/Meblue/Sod Phos/Psal/Hyos",1,"Method Pharmace","$4,930.72","1,359",16,$3.63,$308.17,1,"$24,508.91","7,025",87,$3.49,$281.71,1,"$28,659.21","8,912",121,$3.22,$236.85,0,"$42,400.59","$10,095.00",130,$4.20,$326.16,0,"$9,161.32","1,946",33,$4.71,$277.62,1,12.09%,6.73%
Uro-Mp,"Meth/Meblue/Sod Phos/Psal/Hyos",1,Overall,"$11,318.79","5,806",149,$1.95,$75.97,0,"$76,336.64","37,451",831,$2.04,$91.86,0,"$127,065.98","65,465","1,418",$1.94,$89.61,0,"$118,073.24","$58,665.00","1,303",$2.01,$90.62,0,"$171,422.74","89,343","1,754",$1.92,$97.73,0,3.69%,-0.40%
Uro-Mp,"Meth/Meblue/Sod Phos/Psal/Hyos",1,"Method Pharmace","$11,318.79","5,806",149,$1.95,$75.97,0,"$76,336.64","37,451",831,$2.04,$91.86,0,"$127,065.98","65,465","1,418",$1.94,$89.61,0,"$118,073.24","$58,665.00","1,303",$2.01,$90.62,0,"$171,422.74","89,343","1,754",$1.92,$97.73,0,-4.67%,-0.40%
Urocit-K,"Potassium Citrate",1,Overall,"$96,065.39","36,492",438,$2.67,$219.33,0,"$90,234.80","38,936",414,$2.30,$217.96,0,"$82,836.67","35,672",403,$2.37,$205.55,0,"$53,411.19","$26,373.00",310,$2.10,$172.29,0,"$18,244.53","11,962",147,$1.55,$124.11,0,-11.42%,-12.63%
Urocit-K,"Potassium Citrate",1,"Mission Pharm.","$96,065.39","36,492",438,$2.67,$219.33,0,"$90,234.80","38,936",414,$2.30,$217.96,0,"$82,836.67","35,672",403,$2.37,$205.55,0,"$53,411.19","$26,373.00",310,$2.10,$172.29,0,"$18,244.53","11,962",147,$1.55,$124.11,0,-25.90%,-12.63%
Urogesic-Blue,"Methenam/Sod Phos/Mblue/Hyoscy",1,Overall,"$128,952.64","42,111","1,050",$3.06,$122.81,0,"$142,387.79","43,678",962,$3.26,$148.01,0,"$143,504.33","42,750",908,$3.36,$158.04,0,"$149,375.37","$42,627.00",944,$3.50,$158.24,0,"$140,338.89","39,224",847,$3.58,$165.69,0,4.39%,3.97%
Urogesic-Blue,"Methenam/Sod Phos/Mblue/Hyoscy",1,"Edwards Pharm.","$128,952.64","42,111","1,050",$3.06,$122.81,0,"$142,387.79","43,678",962,$3.26,$148.01,0,"$143,504.33","42,750",908,$3.36,$158.04,0,"$149,375.37","$42,627.00",944,$3.50,$158.24,0,"$140,338.89","39,224",847,$3.58,$165.69,0,2.10%,3.97%
"Urso Forte",Ursodiol,1,Overall,"$131,733.96","19,344.22",340,$6.81,$387.45,0,"$124,286.45","16,436.8",267,$7.56,$465.49,1,"$10,646.82","2,195.6",26,$4.85,$409.49,1,"$10,156.33","$1,680.00",18,$6.05,$564.24,1,"$14,979.28","2,565",26,$5.84,$576.13,1,24.67%,-3.77%
"Urso Forte",Ursodiol,1,Aptalis/Allerga,"$131,733.96","19,344.22",340,$6.81,$387.45,0,"$124,286.45","16,436.8",267,$7.56,$465.49,1,"$10,646.82","2,195.6",26,$4.85,$409.49,1,"$10,156.33","$1,680.00",18,$6.05,$564.24,1,"$14,979.28","2,565",26,$5.84,$576.13,1,-3.40%,-3.77%
Ursodiol,Ursodiol,17,Overall,"$18,832,919.56","5,553,904.036","81,220",$3.41,$231.88,0,"$19,809,450.23","6,348,695.628","92,459",$3.15,$214.25,0,"$24,915,627.73","10,395,718.283","148,346",$2.41,$167.96,0,"$20,761,314.01","$10,998,607.10","155,072",$1.90,$133.88,0,"$15,432,657.01","11,199,591.396","151,986",$1.38,$101.54,0,-21.07%,-20.18%
Ursodiol,Ursodiol,1,"Zydus Pharmaceu",,,,,,,,,,,,,,,,,,,"$174,699.60","$125,356.00","1,749",$1.42,$99.89,0,"$361,490.71","295,402.001","3,904",$1.25,$92.59,0,-11.84%,-11.84%
Ursodiol,Ursodiol,1,"Tagi Pharma","$721,266.15","188,489.638","2,701",$3.83,$267.04,0,"$814,171.30","229,027.063","3,452",$3.55,$235.85,0,"$525,303.15","223,492.675","3,544",$2.35,$148.22,0,"$322,297.94","$132,081.42","2,058",$2.44,$156.61,0,"$151,064.05","106,845.984","1,652",$1.41,$91.44,0,-42.06%,-22.04%
